,date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
0,2022-12-31 16:00:00,24.805,89.74451,23.005001,29.614338,0.0,0.0,2.0,1013.9,1008.45386,53.4,1.0,39.0,97.0,0.0,0.32088065,4.73506,9.114471,81.25392,99.090195,8.28,26.655,28.455,28.055,28.405,0.43,0.461,0.484,0.497
1,2022-12-31 17:00:00,24.155,90.79391,22.555,28.650848,0.0,0.0,1.0,1013.4,1007.9446,48.0,2.0,27.0,100.0,0.0,0.27708793,5.0911684,10.464798,81.86999,93.945114,7.2,26.155,28.305,28.055,28.405,0.43,0.46,0.484,0.497
2,2022-12-31 18:00:00,23.755001,92.158875,22.405,28.409657,0.0,0.0,1.0,1012.6,1007.14154,32.100002,1.0,4.0,96.0,0.0,0.23041272,3.4152596,9.659814,71.564964,63.435013,7.2,25.805,28.155,28.055,28.405,0.431,0.46,0.484,0.497
3,2022-12-31 19:00:00,23.705,89.66402,21.905,28.197155,0.0,0.0,1.0,1012.0,1006.5438,37.800003,4.0,8.0,98.0,0.0,0.3028283,2.5959969,5.4833565,123.690094,66.801384,4.68,25.455,28.005001,28.055,28.405,0.431,0.46,0.484,0.497
4,2022-12-31 20:00:00,23.305,91.015335,21.755001,27.443651,0.0,0.0,1.0,1012.0,1006.53656,37.2,8.0,1.0,98.0,0.0,0.2569778,4.452954,7.42159,104.03627,75.96373,5.04,25.155,27.855,28.055,28.405,0.432,0.46,0.484,0.497
5,2022-12-31 21:00:00,23.105,89.89477,21.355,26.820107,0.0,0.0,1.0,1011.5,1006.03546,34.5,5.0,0.0,100.0,0.0,0.28557396,5.8603754,10.495713,79.380394,67.83361,7.5599995,24.905,27.705,28.055,28.405,0.432,0.459,0.484,0.497
6,2022-12-31 22:00:00,22.655,91.81443,21.255001,26.457247,0.0,0.0,1.0,1011.7,1006.22626,35.100002,3.0,4.0,100.0,0.0,0.22511578,4.8965297,10.195057,53.972538,47.862484,8.28,24.605,27.555,28.055,28.405,0.432,0.459,0.483,0.497
7,2022-12-31 23:00:00,22.605,93.22904,21.455,26.78091,0.0,0.0,1.0,1012.1,1006.6231,35.7,5.0,2.0,100.0,0.0,0.1856451,3.0758414,5.0911684,69.44387,44.999897,6.4799995,24.455,27.405,28.055,28.405,0.433,0.459,0.483,0.497
8,2023-01-01 00:00:00,23.405,87.740906,21.255001,27.256447,0.0,0.0,1.0,1012.8,1007.33417,30.000002,0.0,0.0,100.0,0.023348851,0.35276985,4.5536795,3.5455887,71.564964,23.962492,6.8399997,25.755001,27.305,28.055,28.405,0.434,0.459,0.483,0.497
9,2023-01-01 01:00:00,24.905,81.676285,21.555,29.199127,0.0,0.0,1.0,1013.7,1008.2566,30.000002,0.0,0.0,100.0,0.095724344,0.57683396,2.6208394,1.835647,105.945465,101.3099,8.64,26.155,27.255001,28.055,28.405,0.434,0.458,0.483,0.497
10,2023-01-01 02:00:00,26.455,74.501236,21.555,30.604347,0.0,0.0,1.0,1014.4,1008.98096,30.000002,0.0,0.0,100.0,0.23379898,0.8798561,3.6,4.39436,126.86999,124.992096,10.799999,27.305,27.255001,28.055,28.405,0.432,0.458,0.483,0.497
11,2023-01-01 03:00:00,27.655,67.9594,21.205,31.583267,0.0,0.0,1.0,1014.1,1008.70404,30.000002,0.0,0.0,100.0,0.3984916,1.1861653,4.3349743,5.1165614,131.63345,129.28938,13.32,28.905,27.305,28.055,28.405,0.427,0.458,0.483,0.497
12,2023-01-01 04:00:00,28.955,62.04912,20.955,34.212875,0.0,0.0,1.0,1013.3,1007.93134,30.000002,0.0,0.0,100.0,0.5819225,1.5151336,5.0911684,6.1094027,135.0001,135.0001,15.119999,30.655,27.455,28.055,28.405,0.42,0.458,0.483,0.497
13,2023-01-01 05:00:00,29.755001,59.066723,20.905,35.53429,0.0,0.0,1.0,1012.3,1006.95087,30.000002,0.0,0.0,100.0,0.6509231,1.7112727,4.8965297,5.8603754,143.97253,137.4896,15.4800005,32.105,27.705,28.055,28.405,0.412,0.457,0.483,0.497
14,2023-01-01 06:00:00,30.505001,55.201103,20.505001,36.320858,0.0,0.0,1.0,1011.4,1006.0689,31.800001,2.0,0.0,100.0,0.66563725,1.9551427,3.8268526,4.8433046,131.18582,131.98714,15.119999,33.155,28.005001,28.055,28.405,0.404,0.457,0.482,0.497
15,2023-01-01 07:00:00,31.155,48.76716,19.105,35.841152,0.0,0.0,1.0,1010.1,1004.787,38.7,7.0,4.0,100.0,0.63361967,2.3205595,4.32,5.4119864,90.0,86.186005,13.679999,33.855,28.305,28.055,28.405,0.397,0.457,0.482,0.497
16,2023-01-01 08:00:00,31.255001,46.124393,18.305,34.46549,0.0,0.0,1.0,1009.1,1003.7938,45.600002,8.0,14.0,100.0,0.5387809,2.454322,5.5887027,6.830519,75.068535,71.564964,14.4,33.805,28.605,28.055,28.405,0.39,0.456,0.482,0.497
17,2023-01-01 09:00:00,30.955,46.772926,18.255001,32.992905,0.0,0.0,2.0,1008.8,1003.4904,65.700005,25.0,22.0,100.0,0.4088897,2.3837798,6.725354,7.968939,74.47583,71.564964,14.4,33.155,28.855,28.055,28.405,0.385,0.456,0.482,0.497
18,2023-01-01 10:00:00,30.405,49.029392,18.505001,32.43547,0.0,0.0,2.0,1009.0,1003.6796,60.300003,13.0,31.0,100.0,0.2589541,2.2121875,7.5685663,10.594036,87.27374,80.21766,14.4,32.005,29.055,28.055,28.405,0.382,0.455,0.482,0.497
19,2023-01-01 11:00:00,28.305,70.4066,22.405,32.441616,0.0,0.0,3.0,1009.8,1004.4386,82.8,32.0,40.0,100.0,0.092368506,1.1376731,6.924738,12.181625,81.02746,71.0295,12.24,30.555,29.155,28.055,28.405,0.382,0.455,0.482,0.497
20,2023-01-01 12:00:00,26.155,82.57752,22.955,31.106476,0.0,0.0,1.0,1011.2,1005.79266,48.300003,17.0,5.0,100.0,0.022407614,0.5905626,3.5455887,10.296251,203.9625,216.46933,9.72,30.405,29.205,28.055,28.405,0.383,0.452,0.481,0.497
21,2023-01-01 13:00:00,25.755001,86.10431,23.255001,30.110718,0.0,0.0,2.0,1012.1,1006.68054,75.9,39.0,18.0,100.0,0.008571629,0.460001,8.854829,7.2805495,26.564985,8.530692,12.959999,29.155,29.205,28.055,28.405,0.383,0.452,0.481,0.497
22,2023-01-01 14:00:00,25.355,86.32678,22.905,29.940643,0.0,0.0,1.0,1013.0,1007.5684,39.300003,1.0,14.0,100.0,0.00021638356,0.44204855,5.8603754,7.2,47.489597,36.86999,12.959999,28.155,29.155,28.055,28.405,0.384,0.451,0.481,0.497
23,2023-01-01 15:00:00,24.805,88.66398,22.805,29.339314,0.0,0.0,1.0,1013.3,1007.857,38.100002,1.0,12.0,100.0,0.0,0.3546965,5.815978,6.0347,68.19853,72.64589,8.64,27.355,29.055,28.105,28.405,0.385,0.451,0.481,0.497
24,2023-01-01 16:00:00,24.305,89.16452,22.405,28.393997,0.0,0.0,1.0,1013.6,1008.1463,40.200005,4.0,11.0,100.0,0.0,0.3290758,7.289445,10.30883,57.094753,65.22488,10.799999,26.755001,28.905,28.105,28.405,0.385,0.451,0.481,0.497
25,2023-01-01 17:00:00,23.605,91.591034,22.155,27.794178,0.0,0.0,1.0,1013.2,1007.7355,30.000002,0.0,0.0,100.0,0.0,0.24488711,5.634891,6.6185193,26.564985,22.380184,10.799999,26.205,28.755001,28.105,28.405,0.386,0.45,0.481,0.497
26,2023-01-01 18:00:00,23.205,93.543144,22.105,27.431063,0.0,0.0,1.0,1012.6,1007.1314,30.000002,0.0,0.0,100.0,0.0,0.18356204,5.1919937,3.0758414,56.309914,20.556128,7.92,25.755001,28.605,28.105,28.405,0.387,0.45,0.48,0.497
27,2023-01-01 19:00:00,22.805,94.96287,21.955,27.139181,0.0,0.0,1.0,1012.2,1006.7263,33.300003,3.0,1.0,100.0,0.0,0.13978386,3.8773184,1.2979984,68.19853,33.6901,7.5599995,25.355,28.405,28.105,28.405,0.388,0.45,0.48,0.497
28,2023-01-01 20:00:00,22.655,93.51722,21.555,26.479267,0.0,0.0,1.0,1011.9,1006.4252,42.300003,5.0,13.0,100.0,0.0,0.17828155,5.8603754,3.319036,47.489597,40.601215,7.5599995,25.055,28.255001,28.105,28.405,0.389,0.449,0.48,0.497
29,2023-01-01 21:00:00,22.305,93.21422,21.155,25.987598,0.0,0.0,1.0,1011.5,1006.0206,39.9,5.0,9.0,100.0,0.0,0.18270135,5.3517847,6.193674,42.27363,35.537766,9.0,24.755001,28.055,28.105,28.405,0.389,0.449,0.48,0.497
30,2023-01-01 22:00:00,22.155,92.92085,20.955,25.638071,0.0,0.0,1.0,1011.8,1006.3165,41.4,10.0,4.0,100.0,0.0,0.188874,5.991594,7.127636,57.264786,44.999897,8.28,24.505001,27.855,28.105,28.405,0.39,0.449,0.48,0.497
31,2023-01-01 23:00:00,21.905,92.907936,20.705,25.140152,0.0,0.0,1.0,1012.4,1006.9085,36.600002,0.0,11.0,100.0,0.0,0.18636513,6.792466,10.883676,57.99466,55.78425,9.72,24.255001,27.655,28.105,28.405,0.391,0.449,0.48,0.497
32,2023-01-02 00:00:00,22.655,92.94657,21.455,26.897213,0.0,0.0,2.0,1013.1,1007.61865,56.4,0.0,44.0,100.0,0.01594341,0.1939764,2.6208394,5.5887027,74.054535,75.068535,10.08,25.655,27.605,28.105,28.405,0.391,0.447,0.479,0.497
33,2023-01-02 01:00:00,25.255001,84.503075,22.455,30.360195,0.0,0.0,1.0,1013.7,1008.26276,48.0,0.0,30.0,100.0,0.09875841,0.49806452,0.5091169,2.6208394,44.999897,74.054535,6.4799995,26.355,27.505001,28.105,28.405,0.391,0.447,0.479,0.497
34,2023-01-02 02:00:00,27.305,70.65299,21.505001,31.833534,0.0,0.0,1.0,1014.5,1009.0956,31.800001,0.0,4.0,98.0,0.23736943,1.064431,0.8049845,0.8049845,116.56499,116.56499,7.5599995,27.755001,27.505001,28.105,28.405,0.389,0.447,0.479,0.497
35,2023-01-02 03:00:00,28.505001,65.47289,21.405,33.41681,0.0,0.0,1.0,1014.7,1009.31604,25.2,4.0,1.0,70.0,0.44374093,1.342958,1.2979984,1.609969,123.690094,116.56499,10.08,29.755001,27.605,28.105,28.405,0.385,0.446,0.479,0.497
36,2023-01-02 04:00:00,29.505001,60.85101,21.155,35.331482,0.0,0.0,1.0,1014.1,1008.73694,45.600002,10.0,12.0,98.0,0.56371593,1.6132913,1.1384199,1.835647,341.56494,348.6901,10.440001,31.505001,27.755001,28.105,28.405,0.379,0.446,0.479,0.497
37,2023-01-02 05:00:00,30.255001,56.343822,20.605,36.058643,0.0,0.0,2.0,1012.9,1007.5566,50.100002,16.0,13.0,93.0,0.63054144,1.8782222,2.5959969,3.0547013,303.6901,315.0001,12.24,33.005,28.005001,28.105,28.405,0.371,0.446,0.479,0.497
38,2023-01-02 06:00:00,30.705,54.070343,20.355,36.012054,0.0,0.0,2.0,1011.9,1006.5697,55.5,13.0,23.0,100.0,0.62681246,2.027527,4.0249224,4.510787,296.56497,298.61035,13.679999,33.855,28.305,28.105,28.405,0.364,0.445,0.479,0.497
39,2023-01-02 07:00:00,30.905,53.29134,20.305,35.657497,0.1,0.1,51.0,1010.5,1005.18054,58.200005,20.0,17.0,100.0,0.577684,2.0855563,4.39436,5.1165614,304.9921,309.28937,13.679999,34.255,28.655,28.105,28.405,0.359,0.445,0.478,0.497
40,2023-01-02 08:00:00,30.705,54.070343,20.355,34.47699,0.1,0.1,51.0,1009.5,1004.1823,84.0,38.0,33.0,100.0,0.50409913,2.027527,6.489992,7.9932966,303.6901,305.83774,15.4800005,34.205,28.955,28.105,28.405,0.355,0.444,0.478,0.497
41,2023-01-02 09:00:00,29.605,59.213867,20.805,32.81059,0.1,0.1,51.0,1009.0,1003.66583,100.0,38.0,62.0,100.0,0.33359936,1.6905024,7.289444,8.854829,290.22495,296.56497,15.84,33.305,29.155,28.105,28.405,0.351,0.444,0.478,0.497
42,2023-01-02 10:00:00,28.755001,66.73612,21.955,32.281796,0.0,0.0,2.0,1009.3,1003.9491,56.100002,21.0,12.0,100.0,0.22266266,1.3126242,9.360001,11.966953,247.3801,248.83867,15.84,32.155,29.355,28.105,28.355,0.349,0.443,0.478,0.497
43,2023-01-02 11:00:00,27.305,78.11229,23.155,31.525127,0.0,0.0,2.0,1010.4,1005.01746,56.4,16.0,20.0,100.0,0.08905687,0.7937517,9.360001,16.854767,247.3801,250.0168,15.84,30.755001,29.455,28.105,28.405,0.349,0.443,0.478,0.497
44,2023-01-02 12:00:00,26.905,81.675705,23.505001,32.0686,0.0,0.0,2.0,1011.4,1006.0052,62.1,17.0,28.0,100.0,0.02626322,0.6491144,4.3349743,4.0249224,184.76355,169.6952,13.679999,30.005001,29.255001,28.105,28.405,0.36,0.442,0.477,0.497
45,2023-01-02 13:00:00,26.205,88.50923,24.155,31.434345,0.0,0.0,1.0,1012.1,1006.6888,44.700005,5.0,17.0,100.0,0.00040424097,0.39059973,6.638072,7.968939,257.4712,251.56496,9.36,28.955,29.255001,28.105,28.405,0.361,0.442,0.477,0.497
46,2023-01-02 14:00:00,25.555,92.53675,24.255001,31.31818,0.0,0.0,1.0,1013.3,1007.87067,43.800003,6.0,14.0,100.0,0.0,0.24412775,3.4152596,7.2805495,288.43503,278.53067,9.72,28.105,29.205,28.105,28.405,0.361,0.441,0.477,0.497
47,2023-01-02 15:00:00,25.355,93.362686,24.205,31.136509,0.0,0.0,1.0,1013.7,1008.2647,34.5,1.0,6.0,100.0,0.0,0.21455264,3.0758414,6.193674,339.44388,305.53775,4.68,27.555,29.105,28.155,28.405,0.362,0.441,0.477,0.497
48,2023-01-02 16:00:00,25.455,88.98369,23.505001,31.063633,0.0,0.0,1.0,1013.8,1008.366,34.800003,2.0,5.0,100.0,0.0,0.3582492,1.2979984,4.896529,326.3099,287.1028,3.96,27.055,28.955,28.155,28.405,0.363,0.441,0.476,0.497
49,2023-01-02 17:00:00,24.805,93.89987,23.755001,30.272278,0.0,0.0,1.0,1013.6,1008.1554,33.9,3.0,2.0,100.0,0.0,0.19085026,3.319036,6.379216,310.60123,286.38962,3.96,26.705,28.855,28.155,28.405,0.364,0.441,0.476,0.497
50,2023-01-02 18:00:00,24.555,93.88881,23.505001,29.881676,0.0,0.0,1.0,1013.2,1007.7529,38.7,7.0,4.0,100.0,0.0,0.18837142,3.2399998,4.8433046,360.0,311.98712,5.04,26.355,28.705,28.155,28.355,0.365,0.44,0.476,0.497
51,2023-01-02 19:00:00,24.105,93.868805,23.055,29.048355,0.1,0.1,51.0,1012.6,1007.1479,56.4,24.0,8.0,100.0,0.0,0.18397808,4.0249224,5.495161,10.304792,328.39255,9.0,26.005001,28.555,28.155,28.405,0.367,0.44,0.476,0.497
52,2023-01-02 20:00:00,23.805,93.57124,22.705,28.59512,0.0,0.0,2.0,1012.0,1006.5458,63.9,25.0,19.0,100.0,0.0,0.18947268,3.671294,6.4096174,11.3098955,321.8427,5.04,25.755001,28.405,28.155,28.405,0.369,0.44,0.476,0.497
53,2023-01-02 21:00:00,23.605,93.84646,22.555,28.423985,0.0,0.0,2.0,1011.8,1006.343,54.0,14.0,19.0,100.0,0.0,0.17919731,2.8799999,6.3690495,360.0,312.70938,5.04,25.555,28.255001,28.155,28.355,0.37,0.439,0.476,0.497
54,2023-01-02 22:00:00,23.355,95.85209,22.655,28.320019,0.0,0.0,2.0,1012.4,1006.93536,52.5,5.0,30.0,100.0,0.0,0.11898589,2.2768397,7.42159,288.43503,284.03625,3.96,25.305,28.105,28.155,28.405,0.37,0.439,0.476,0.497
55,2023-01-02 23:00:00,23.155,96.13763,22.505001,27.955708,0.0,0.0,1.0,1012.7,1007.2299,39.0,0.0,15.0,100.0,0.0,0.1094687,2.8116899,3.319036,50.194473,319.39877,2.8799999,25.105,27.955,28.155,28.355,0.371,0.439,0.476,0.497
56,2023-01-03 00:00:00,24.105,92.17866,22.755001,29.191525,0.0,0.0,1.0,1012.9,1007.4463,33.0,0.0,5.0,100.0,0.015853787,0.23470068,1.835647,1.484318,78.6901,14.036275,5.04,26.205,27.805,28.155,28.355,0.391,0.439,0.476,0.497
57,2023-01-03 01:00:00,25.455,86.33628,23.005001,30.787964,0.0,0.0,1.0,1013.8,1008.366,31.800001,0.0,3.0,100.0,0.11818184,0.44436455,1.1384199,1.9386592,288.43503,291.80148,6.8399997,27.005001,27.755001,28.155,28.405,0.39,0.439,0.475,0.497
58,2023-01-03 02:00:00,26.705,78.02574,22.555,31.822498,0.0,0.0,1.0,1014.1,1008.6869,31.200003,0.0,2.0,100.0,0.24371041,0.7693958,0.8049845,1.1384199,333.43503,341.56494,8.64,28.255001,27.755001,28.155,28.355,0.388,0.438,0.475,0.497
59,2023-01-03 03:00:00,28.005001,72.30358,22.555,33.24713,0.0,0.0,1.0,1014.1,1008.7103,31.800001,2.0,0.0,100.0,0.40781802,1.046329,1.0182338,1.0182338,135.0001,135.0001,9.72,29.955,27.855,28.155,28.355,0.384,0.438,0.475,0.497
60,2023-01-03 04:00:00,29.055,66.99995,22.305,35.283417,0.0,0.0,1.0,1013.0,1007.6349,37.5,7.0,2.0,100.0,0.5566117,1.3249438,2.1897945,2.5455842,189.46225,188.13002,11.5199995,31.755001,28.055,28.155,28.355,0.378,0.438,0.475,0.497
61,2023-01-03 05:00:00,30.005001,64.399956,22.555,36.575172,0.0,0.0,1.0,1012.2,1006.85583,32.7,1.0,3.0,100.0,0.6052267,1.5095801,2.968636,3.2599385,194.03627,186.3401,15.4800005,33.105,28.255001,28.155,28.355,0.371,0.438,0.475,0.497
62,2023-01-03 06:00:00,30.555,64.126366,23.005001,37.372646,0.0,0.0,1.0,1011.1,1005.77136,31.800001,0.0,3.0,100.0,0.65519154,1.5697334,5.3999996,6.130579,180.0,176.6336,18.72,34.155,28.555,28.155,28.355,0.363,0.437,0.475,0.497
63,2023-01-03 07:00:00,30.355,64.084076,22.805,36.72546,0.0,0.0,3.0,1009.3,1003.97705,100.0,100.0,10.0,100.0,0.53794336,1.5537589,1.1384199,1.835647,161.56496,168.69011,19.44,34.505,28.855,28.155,28.355,0.356,0.437,0.475,0.497
64,2023-01-03 08:00:00,25.855,82.04248,22.555,28.273643,4.0,4.0,63.0,1009.6,1004.1958,100.0,97.0,54.0,100.0,0.3062735,0.598032,19.319628,24.640942,333.43503,334.93256,33.48,33.305,29.155,28.155,28.355,0.405,0.437,0.475,0.497
65,2023-01-03 09:00:00,24.955,85.2459,22.305,28.88353,1.0,1.0,55.0,1009.1,1003.68207,62.700005,5.0,47.0,100.0,0.15431055,0.46581316,7.9932976,11.304229,277.76508,279.16226,33.12,31.455,29.305,28.155,28.355,0.417,0.437,0.475,0.497
66,2023-01-03 10:00:00,25.655,83.0211,22.555,30.11089,0.0,0.0,1.0,1009.7,1004.2915,42.0,8.0,8.0,100.0,0.16656248,0.5587888,5.3517847,7.8625183,250.34608,254.05453,16.919998,30.655,29.355,28.155,28.355,0.415,0.437,0.474,0.497
67,2023-01-03 11:00:00,24.655,84.95579,21.955,29.082893,2.0,2.0,61.0,1011.6,1006.16327,87.3,46.0,27.0,99.0,0.061731674,0.4665718,3.219938,5.1919937,206.56499,213.6901,15.119999,29.505001,29.405,28.155,28.355,0.44,0.437,0.474,0.497
68,2023-01-03 12:00:00,24.405,84.92974,21.705,28.130066,0.3,0.3,51.0,1011.7,1006.2581,45.600002,2.0,23.0,100.0,0.03263566,0.46046376,7.0911775,10.538843,23.962492,7.853233,10.799999,29.005001,29.405,28.155,28.355,0.473,0.436,0.473,0.497
69,2023-01-03 13:00:00,24.455,87.564384,22.255001,28.769775,1.3,1.3,61.0,1012.8,1007.35315,75.3,5.0,68.0,100.0,0.0,0.3810804,5.154415,7.289445,155.22488,122.90524,11.879999,27.755001,29.305,28.205,28.355,0.488,0.436,0.473,0.497
70,2023-01-03 14:00:00,24.505001,87.56873,22.305,29.451298,0.1,0.1,51.0,1013.5,1008.05035,32.7,1.0,3.0,100.0,0.0,0.38208556,1.0182338,4.0249224,315.0001,10.304792,7.92,27.055,29.205,28.205,28.355,0.486,0.438,0.473,0.497
71,2023-01-03 15:00:00,24.105,91.34361,22.605,29.000992,0.0,0.0,3.0,1014.1,1008.6398,95.4,6.0,100.0,100.0,0.0,0.25976253,2.5455842,4.5820518,98.13002,44.999897,3.96,26.555,29.005001,28.205,28.355,0.483,0.438,0.473,0.497
72,2023-01-03 16:00:00,24.705,87.58618,22.505001,29.616863,0.0,0.0,2.0,1014.0,1008.55133,50.100002,13.0,15.0,98.0,0.0,0.38612366,2.0364676,2.8116899,135.0001,50.194473,4.32,26.255001,28.855,28.205,28.355,0.481,0.439,0.473,0.497
73,2023-01-03 17:00:00,23.755001,93.56889,22.655,28.379246,0.0,0.0,1.0,1013.6,1008.13617,43.200005,4.0,16.0,100.0,0.0,0.18897462,4.6102495,3.6,218.65984,233.13002,5.7599998,25.955,28.705,28.205,28.355,0.479,0.44,0.473,0.497
74,2023-01-03 18:00:00,23.805,92.44212,22.505001,28.049767,0.0,0.0,2.0,1013.2,1007.7393,73.200005,6.0,63.0,100.0,0.0,0.22275496,6.6185193,9.178235,202.38017,205.55992,9.72,25.705,28.505001,28.205,28.355,0.477,0.44,0.473,0.497
75,2023-01-03 19:00:00,23.455,93.83974,22.405,28.021103,0.0,0.0,3.0,1012.7,1007.2353,86.700005,3.0,90.0,100.0,0.0,0.17778373,4.0249224,7.42159,190.3048,194.03627,9.72,25.455,28.355,28.205,28.355,0.476,0.441,0.473,0.497
76,2023-01-03 20:00:00,23.155,93.82627,22.105,27.61329,0.0,0.0,3.0,1012.2,1006.7326,86.700005,3.0,90.0,100.0,0.0,0.1749847,3.6,5.771239,180.0,183.57626,5.3999996,25.305,28.155,28.205,28.355,0.474,0.441,0.473,0.497
77,2023-01-03 21:00:00,23.555,90.477844,21.905,28.308517,0.0,0.0,1.0,1012.2,1006.7399,49.200005,8.0,20.0,100.0,0.0,0.27647972,0.8049845,1.08,296.56497,270.0,5.3999996,25.155,28.005001,28.205,28.355,0.473,0.442,0.473,0.497
78,2023-01-03 22:00:00,23.005001,95.25986,22.205,27.666286,0.0,0.0,1.0,1011.8,1006.33203,40.5,3.0,13.0,100.0,0.0,0.13314009,2.5959969,3.096837,56.309914,54.46224,5.7599998,24.955,27.855,28.205,28.355,0.472,0.442,0.473,0.497
79,2023-01-03 23:00:00,23.155,93.25611,22.005001,27.424356,0.0,0.0,1.0,1012.4,1006.9316,47.4,10.0,14.0,100.0,0.0,0.19114685,4.510787,4.6102495,208.61037,231.34016,5.7599998,24.805,27.655,28.205,28.355,0.471,0.443,0.472,0.497
80,2023-01-04 00:00:00,23.055,92.11915,21.705,27.125217,0.0,0.0,2.0,1012.9,1007.42706,67.8,0.0,64.0,98.0,0.018579809,0.22203374,4.73506,4.1046314,261.2539,285.25516,7.92,25.755001,27.505001,28.205,28.355,0.466,0.441,0.473,0.497
81,2023-01-04 01:00:00,24.355,86.49475,21.955,28.970108,0.0,0.0,1.0,1013.6,1008.1473,45.300003,0.0,27.0,97.0,0.10386119,0.4114039,1.9386592,3.319036,338.19852,347.4712,9.36,26.305,27.455,28.205,28.355,0.465,0.441,0.473,0.497
82,2023-01-04 02:00:00,25.705,80.05075,22.005001,29.996876,0.0,0.0,1.0,1013.5,1008.0721,41.100002,0.0,19.0,99.0,0.24635795,0.6585274,4.3349743,5.0528407,274.76355,274.08554,11.5199995,27.655,27.405,28.205,28.355,0.462,0.441,0.473,0.497
83,2023-01-04 03:00:00,27.255001,73.95405,22.205,31.226341,0.0,0.0,1.0,1013.5,1008.1003,29.7,8.0,8.0,59.0,0.37800324,0.9418795,7.289444,8.891344,249.77505,248.6293,16.199999,28.955,27.505001,28.205,28.355,0.456,0.441,0.473,0.496
84,2023-01-04 04:00:00,28.605,69.61151,22.505001,34.20918,0.0,0.0,1.0,1013.1,1007.72644,48.300003,13.0,12.0,98.0,0.538278,1.1887286,6.0347,7.5170207,252.64589,253.30067,17.64,30.505001,27.655,28.205,28.355,0.449,0.442,0.473,0.496
85,2023-01-04 05:00:00,29.505001,64.29451,22.055,36.06336,0.1,0.1,51.0,1012.1,1006.7475,42.600002,10.0,6.0,100.0,0.596057,1.471266,1.1384199,1.1384199,288.43503,288.43503,16.199999,32.005,27.855,28.155,28.355,0.443,0.442,0.473,0.496
86,2023-01-04 06:00:00,29.905,62.258366,21.905,35.559235,0.0,0.0,2.0,1011.1,1005.7597,50.700005,15.0,12.0,100.0,0.5408093,1.5913382,2.5455842,2.9024127,315.0001,330.25522,14.04,32.905,28.105,28.155,28.355,0.436,0.441,0.473,0.496
87,2023-01-04 07:00:00,30.005001,62.470425,22.055,34.619377,0.1,0.1,51.0,1009.6,1004.26953,68.4,32.0,16.0,100.0,0.46198413,1.5914757,4.802999,5.1544156,282.99463,282.09473,16.56,33.155,28.405,28.155,28.355,0.43,0.441,0.473,0.496
88,2023-01-04 08:00:00,28.155,70.80846,22.355,31.95963,0.2,0.2,51.0,1009.3,1003.93835,99.3,13.0,96.0,100.0,0.28369415,1.112495,9.007196,11.901798,272.29056,273.46817,18.0,32.255,28.655,28.205,28.355,0.429,0.441,0.473,0.496
89,2023-01-04 09:00:00,27.155,77.150505,22.805,31.322128,0.1,0.1,51.0,1008.8,1003.4234,64.8,6.0,49.0,100.0,0.15477945,0.8214178,8.311245,11.183201,274.96964,273.6913,17.28,31.055,28.805,28.205,28.355,0.427,0.441,0.473,0.496
90,2023-01-04 10:00:00,27.005001,79.02012,23.055,31.460495,0.1,0.1,51.0,1009.1,1003.71893,64.200005,12.0,39.0,100.0,0.13221553,0.7475898,7.342588,9.885262,281.3099,280.49142,15.119999,30.205,28.855,28.205,28.355,0.427,0.441,0.472,0.496
91,2023-01-04 11:00:00,26.005001,80.579285,22.405,30.656761,0.6,0.6,53.0,1010.3,1004.8946,78.9,25.0,44.0,100.0,0.059063952,0.6525283,3.4152596,6.9899354,288.43503,281.88864,12.959999,29.255001,28.905,28.205,28.355,0.433,0.441,0.472,0.496
92,2023-01-04 12:00:00,25.655,86.09467,23.155,30.628063,1.5,1.5,61.0,1011.5,1006.08185,70.5,15.0,45.0,100.0,0.024602465,0.4576075,4.2136917,4.3498964,70.01681,65.55606,7.92,28.955,29.055,28.205,28.355,0.421,0.44,0.47,0.496
93,2023-01-04 13:00:00,24.955,86.814285,22.605,28.603832,1.3,1.3,61.0,1012.6,1007.16327,87.90001,1.0,95.0,100.0,0.01165764,0.41628408,11.090103,20.418695,346.86597,350.8699,16.919998,27.905,29.005001,28.205,28.355,0.439,0.44,0.47,0.496
94,2023-01-04 14:00:00,24.505001,84.422806,21.705,28.298874,1.1,1.1,55.0,1012.9,1007.4536,32.7,3.0,0.0,100.0,0.003746675,0.47880578,6.6185193,13.679999,337.6198,360.0,17.64,27.005001,28.905,28.205,28.355,0.453,0.44,0.47,0.496
95,2023-01-04 15:00:00,24.155,85.16393,21.505001,27.839756,0.6,0.6,53.0,1013.0,1007.5467,90.00001,0.0,100.0,100.0,0.0025637266,0.4465859,6.6185193,15.192682,337.6198,346.293,11.159999,26.305,28.755001,28.205,28.355,0.46,0.441,0.47,0.496
